County,Establishment Name,Establishment Address,Establishment City,Establishment State,Establishment Zip Code,Telephone Number,Application Approval Code,Date Licensed
105,HAMPTON INN,930 IVEY LANE,LEBANON,MO,65536,(417)533-3100,AP,09/13/2018
71,PIN OAK CREEK RV PARK,1302 HIGHWAY AT,VILLA RIDGE,MO,63089,636-451-5656,AP,09/26/2018
19,HOLIDAY INN EAST,915 PORT WAY,COLUMBIA,MO,65201,573-474-4444,AP,09/20/2018
31,BUDGET INN,1448 N KINGSHIGHWAY,CAPE GIRARDEAU,MO,63701,573-334-2828,AP,09/27/2018
71,QUALITY INN PACIFIC,1400 W OSAGE,PACIFIC,MO,63069,(636) 257-8400,AP,09/13/2018
189,DAYS INN,3660 S LINDBERGH,SUNSET HILLS,MO,63127,314-821-3000,AP,09/28/2018
125,SCENIC 63 MOTEL & RV PARK,12141 HWY 63 SOUTH,VIENNA,MO,65582,573-422-3059,AP,09/27/2018
9,WHIP POOR WILL RESORT,1376 WHIPPOORWILL ROAD,SHELL KNOB,MO,65747,417-858-6536,AP,09/12/18
107,BUDGET INN/GOLDEN AWARD MOTEL,100 NE 2ND STREET,CONCORDIA,MO,64020,(660)463-2135,AP,09/26/2018
98,ECONOMY INN & SUITES,1700 WEST 30TH,JOPLIN,MO,64804,(417)782-7212,AP,09/20/2018
221,SUPER 8 MOTEL,820 E HIGH ST,POTOSI,MO,63664,(573) 438-8888,AP,09/14/2018
31,COURTYARD BY MARRIOTT,400 S BROADWAY,CAPE GIRARDEAU,MO,63701,573-760-0850,AP,10/11/18
189,DRURY INN,1088 SOUTH HWY DRIVE,FENTON,MO,63026,636-343-7822,AP,11/30/2018
183,DRURY INN ST PETERS,170 MID RIVERS MALL CIRCLE,ST PETERS,MO,63376,(636)397-9700,AP,10/04/18
211,MILAN MOTEL,23209 ECLIPSE DR.,MILAN,MO,63556,(660)265-5400,AP,09/18/2018
127,QUALITY INN AND SUITES,120 LINDSAY DRIVE,HANNIBAL,MO,63401,573-221-4001,AP,09/13/2018
35,SCENIC RIVER CABINS,575 SOUTHWEST STREET,VAN BUREN,MO,63965,573-996-6256,AP,09/26/2018
23,SUPER 8 MOTEL,2831 N WESTWOOD BLVD,POPLAR BLUFF,MO,63901,573-785-0176,AP,11/07/18
31,AMERICA'S BEST VALUE INN,2011 N KINGSHIGHWAY,CAPE GIRARDEAU,MO,63701,573-339-0808,AP,10/01/18
183,FAIRFIELD INN,130 CROSSROADS SOUTH DR,WENTZVILLE,MO,63385,636-332-5000,AP,09/14/2018
209,TRIBESMAN RESORT,416 CAVE LANE,BRANSON,MO,65616,(417)338-2616,AP,10/15/2018
213,PEACH TREE INN,2450 GREEN MTN DR,BRANSON,MO,65616,(417)335-5900,AP,11/02/18
141,CREEKSIDE RV PARK,24361 HWY 5,VERSAILLES,MO,65084,573-372-3211,AP,09/28/2018
21,HOLIDAY INN EXPRESS AND SUITES,3600 N VILLAGE DR,ST. JOSEPH,MO,64506,816-232-2500,AP,09/27/2018
63,MOTEL 6,1920 BOB GRIFFIN RD,CAMERON,MO,64429,(816) 632-7300,AP,09/27/2018
77,ARBOR SUITES AT THE MALL,1550 EAST RAYNELL PLACE,SPRINGFIELD,MO,65804,417-887-5658,AP,09/28/2018
223,HOLLIDAY LANDING,HWY F,GREENVILLE,MO,63944,(573)224-3430,AP,09/21/2018
183,COMFORT SUITES,1400 S FIFTH ST,ST CHARLES,MO,63301,636-949-0694,AP,09/17/2018
29,ROBIN'S RESORT,4935 ROBINS CIRCLE,OSAGE BEACH,MO,65065,573-348-2275,AP,09/11/18
29,IRISH HILLS RESORT,256 IRISH HILLS DRIVE,CAMDENTON,MO,65020,573-873-5375,AP,10/18/2018
19,GLOBE HOTEL BED & BREAKFAST (THE),60 SOUTH 2ND,HARTSBURG,MO,65039,573-657-4529,AP,10/04/18
127,MOTEL 6,123 HUCKLEBERRY DR,HANNIBAL,MO,63401,(573)221-9988,AP,09/26/2018
213,HOTEL GRAND VICTORIAN,2325 W HWY 76,BRANSON,MO,65616,(417)336-2935,AP,10/25/2018
51,BEST WESTERN CAPITAL INN,1937 CHRISTY DRIVE,JEFFERSON CITY,MO,65101,573-635-4175,AP,09/20/2018
19,MOTEL 6 EAST,3402 I-70 DRIVE SE,COLUMBIA,MO,65201,573-815-0123,AP,09/07/18
146,ECONO LODGE,3510 RANGELINE,JOPLIN,MO,64804,(417) 623-0000,AP,09/28/2018
127,BUDGET INN PLUS,423 E LAFAYETTE,PALMYRA,MO,63461,(573)769-2007,AP,09/07/18
209,FOUR SEASONS RESORT,410 VACATION LANE,REEDS SPRING,MO,65737,(417)739-4441,AP,09/21/2018
169,LIBERTY LODGE,140 OLD RT 66,ST. ROBERT,MO,65584,573-336-3121,AP,10/15/2018
209,WHITE WING LODGE,982 INDIAN POINT ROAD,BRANSON,MO,65616,(417)338-2223,AP,10/18/2018
183,AMERISTAR CASINO RESORT SPA,1 AMERISTAR BLVD,ST. CHARLES,MO,63301,636-940-4300,AP,09/28/2018
29,RED ROOF INN AND SUITES,5927 HIGHWAY 54,OSAGE BEACH,MO,65065,573-302-0088,AP,11/07/18
146,SUNRISE INN,3600 S RANGELINE ROAD,JOPLIN,MO,64804,(417) 624-8400,AP,09/11/18
15,LAKES INN,1603 COMMERCIAL ST,WARSAW,MO,65355,660-438-2882,AP,09/28/2018
510,HYATT REGENCY ST. LOUIS AT THE ARCH,315 CHESTNUT,ST LOUIS,MO,63102,(314)655-1234,AP,09/28/2018
37,BELTON EXTENDED STAY,107 COUNTY LINE ROAD,BELTON,MO,64012,816-322-2092,AP,09/26/2018
215,GOLDEN HILLS RESORT,19546 GOLDEN DR,RAYMONDVILLE,MO,65555,(417) 457-6222,AP,09/14/2018
209,BIG CREEK RESORT,35 ARBOR SCAPE LANE,SHELL KNOB,MO,65747,(417)858-6405,AP,10/15/2018
95,GREENS AT THE GRAND SUMMIT,14902 GRAND SUMMITT BLVD,GRANDVIEW,MO,64030,816-331-3968,AP,09/11/18
53,IRON HORSE HOTEL AND RESTURANT,103 MAIN STREET,BLACKWATER,MO,65322,660-846-2011,AP,10/16/2018
183,DRURY PLAZA HOTEL-ST. CHARLES,380 MULHOLLAND DRIVE,ST. CHARLES,MO,63303,,AP,10/04/18
95,COMFORT INN,210 JEFFERSON ST,GRAIN VALLEY,MO,64029,816-847-2700,AP,10/19/2018
127,HANNIBAL INN,4141 MARKET ST,HANNIBAL,MO,63401,573-248-8000,AP,09/18/2018
31,TOWNHOUSE INN,505 N KINGSHIGHWAY,CAPE GIRARDEAU,MO,63701,573-335-2700,AP,10/04/18
77,DOGWOOD PARK INN,815 N GLENSTONE,SPRINGFIELD,MO,65802,(417)865-6681,AP,09/17/2018
83,HAMPTON INN,900 KANSAS AVE,CLINTON,MO,64735,660-885-4488,AP,10/11/18
97,TARA MOTEL,16920 CIMARRON RD,CARTHAGE,MO,64836,(417)624-2190,AP,10/09/18
213,FOXBOROUGH INN,235 EXPRESSWAY LANE,BRANSON,MO,65616,417-335-4369,AP,10/09/18
159,COMFORT INN,3600 W BROADWAY,SEDALIA,MO,65301,(660)829-5050,AP,09/21/2018
101,DAYS INN,204 CLEVELAND,WARRENSBURG,MO,64093,(660)429-2400,AP,09/17/2018
69,BUDGET INN,215 SOUTH BY-PASS,KENNETT,MO,63857,(573)888-5381,AP,10/01/18
69,84 WEST MOTEL,1433 ST FRANCIS ST,KENNETT,MO,63857,(573)888-0507,AP,09/20/2018
213,WHISPERING HILLS  INN,2346 SHEPHERD OF THE HILLS,BRANSON,MO,65616,(417)335-4922,AP,11/16/2018
189,HOLIDAY INN AT SIX FLAGS,4901 SIX FLAGS RD,EUREKA,MO,63025,(636) 938-6661,AP,09/18/2018
213,BRANSON'S BEST,3150 GREEN MTN DR,BRANSON,MO,65616,(417)336-2378,AP,09/28/2018
69,STABLE INN MOTEL (THE),620 ALLEN RD,CAMPBELL,MO,63933,(573)246-2845,AP,09/28/2018
81,EAGLE'S LANDING MOTEL,PO BOX 249,EAGLEVILLE,MO,64442,(660)867-5228,AP,10/01/18
51,QUALITY INN & SUITES,1716 JEFFERSON STREET,JEFFERSON CITY,MO,65109,(573)634-4040,AP,09/21/2018
51,CAPITOL PLAZA HOTEL,415 WEST MCCARTY,JEFFERSON CITY,MO,65101,(573)635-1234,AP,10/01/18
213,COOPER CREEK RESORT AND CAMPGROUND INC,471 COOPER CREEK RD,BRANSON,MO,65616,(417)334-4871,AP,11/02/18
73,HARBOR HAUS INN & SUITES,113 MARKET,HERMANN,MO,65041,(573)486-2222,AP,10/09/18
189,RESIDENCE INN/COURTYARD INN,12815 DAYLIGHT DRIVE,ST LOUIS,MO,63131,,AP,09/14/2018
99,ARLINGTON EVENT CENTER,207 E. MAIN ST.,DE SOTO,MO,63020,636-337-6109,AP,10/25/2018
145,FLOWER BOX MOTEL,714 W MCCORD,NEOSHO,MO,64850,417-451-7120,AP,09/28/2018
29,REDNECK YOT CLUB,252 NICHOL ROAD,CLIMAX SPRINGS,MO,65326,573-245-0055,AP,11/30/2018
187,ROSENER'S INN,3411 ROSENER RD,PARK HILLS,MO,63601,(573) 431-4241,AP,09/12/18
27,MOTEL 6,5750 JADE ROAD,KINGDOM CITY,MO,65262,573-642-5500,AP,11/30/2018
15,HEADWATERS MOTEL,31560 WARSAW AVE,WARSAW,MO,65355,660-438-7314,AP,11/26/2018
217,COUNTRY INN & SUITES,2520 E. AUSTIN,NEVADA,MO,64772,417-667-9292,AP,11/09/18
101,SKYHAVEN MOTEL,311 HWY 50 WEST,WARRENSBURG,MO,64093,(660)747-6131,AP,09/14/2018
77,QUALITY INN & SUITES,3930 S OVERLAND AVE,SPRINGFIELD,MO,65807,(417) 888-0898,AP,09/28/2018
213,CANDLELIGHT INN,245 SCHAEFFER DR,BRANSON,MO,65616,417-544-0156,AP,09/12/18
209,NOTCH INN/BRANSON WEST,50 NOTCH LANE,BRANSON WEST,MO,65737,417-338-2941,AP,11/16/2018
5,ROCK PORT CABINS,210 WEST 4TH STREET,ROCKPORT,MO,64482,660-744-2444,AP,09/14/2018
107,PARKSIDE INN,400 E. OLD 40 HWY,ODESSA,MO,64076,816-230-7588,AP,09/13/2018
21,DRURY INN,4213 FREDERICK,ST JOSEPH,MO,64506,816-364-4700,AP,10/04/18
9,DAYS INN,868 E HWY 60,MONETT,MO,65708,417-235-8039,AP,09/17/2018
119,ELK RIVER FLOATS/WAYSIDE CAMPGROUND LLC,13668 STATE HWY 59,NOEL,MO,64854,417-475-3230,AP,09/13/2018
145,BEST WESTERN BIG SPRING LODGE,1810 SOUTHERN VIEW DR,NEOSHO,MO,64850,417-455-2300,AP,11/14/2018
189,SUPER 8 MOTEL EUREKA NEAR BY SIX FLAGS,1733 W 5TH ST,EUREKA,MO,63025,314-938-4368,AP,09/18/2018
23,MOTEL 6,4101 HIGHWAY 67,POPLAR BLUFF,MO,63901,573-776-6400,AP,09/20/2018
217,SUPER 8 MOTEL,2301 EAST AUSTIN,NEVADA,MO,64772,(417)667-8888,AP,09/21/2018
77,MOTEL 6 #2010,2655 N GLENSTONE AVE,SPRINGFIELD,MO,65803,(417)831-2100,AP,09/26/2018
209,WILDERNESS AT SILVER DOLLAR CITY (THE),5125 STATE HWY 265,BRANSON,MO,65616,417-338-8189,AP,09/18/2018
121,MACON COMFORT INN,1821 N MISSOURI STREET,MACON,MO,63552,660-395-8000,AP,09/27/2018
107,SUPER 8 MOTEL,"6471 OAKVIEW LANE, JCT. 1-70 & HWY 13",HIGGINSVILLE,MO,64037,(660)584-7781,AP,09/10/18
77,ANGLERS INN,621 W SUNSHINE,SPRINGFIELD,MO,65807,417-862-0153,AP,10/04/18
510,DRURY PLAZA HOTEL,2 S 4TH STREET,ST LOUIS,MO,63102,314-231-3003,AP,10/04/18
213,HALL OF FAME MOTEL,3005 W HWY 76,BRANSON,MO,65616,417-335-4255,AP,10/19/2018
29,SKYLINE RESORT II,146 SKYLINE DRIVE,CAMDENTON,MO,65020,573-873-5008,AP,10/01/18
15,STERETT CREEK RESORT,18321 MARINA RD,WARSAW,MO,65355,660-438-2821,AP,09/13/2018
19,HAMPTON INN & SUITES-COLUMBIA AT THE UNIVERSITY OF MISSOURI,1225 FELLOW'S PLACE,COLUMBIA,MO,65201,573-214-2222,AP,10/18/2018
213,PIPER'S LAKESHORE RESORT,1785 HWY 176,ROCKAWAY BEACH,MO,65740,(417)561-4242,AP,09/28/2018
19,COURTYARD MARRIOTT,3301 LEMONE INDUSTRIAL BLVD,COLUMBIA,MO,65201,573-443-8000,AP,10/11/18
146,COMFORT INN & SUITES,3400 S RANGELINE,JOPLIN,MO,64804,(417) 627-0400,AP,09/13/2018
77,SUPER 8 MOTEL,3034 S MOULDER AVE,SPRINGFIELD,MO,65804,(417)889-7313,AP,09/20/2018
213,HONEYSUCKLE INN,3598 SHEPHERD HLS EX,BRANSON,MO,65616,417-335-2030,AP,11/19/2018
1,KNIGHTS INN,2521 S FRANKLIN ST,KIRKSVILLE,MO,63501,660-665-8352,AP,09/19/2018
213,DUTTON INN,3454 W 76 COUNTY BLVD,BRANSON,MO,65616,(417)334-8873,AP,09/27/2018
189,HAMPTON INN,4200  MIDAMERCA LANE,ST. LOUIS,MO,63129,314-894-1900,AP,09/21/2018
189,AMERICA'S BEST INN,1725 W 5TH ST,EUREKA,MO,63025,(636)549-3384,AP,09/19/2018
55,WAGON WHEEL MOTEL,901 E WASHINGTON,CUBA,MO,65453,(573)885-3411,AP,11/26/2018
9,KINGS HARBOR RESORT,28547 STATE HWY 39,SHELL KNOB,MO,65747,417-858-6171,AP,09/19/2018
155,DRURY INN SUITES,1317 HWY 84,HAYTI,MO,63851,(573)359-2702,AP,09/18/2018
77,BEST BUDGET INN,4433 W CHESTNUT EXPW,SPRINGFIELD,MO,65802,(417)865-5001,AP,09/20/2018
77,THE GREENS AT SPRINGFIELD APARTMENTS,3126A EAST VALLEY WATER MILL ROAD,SPRINGFIELD,MO,65803,417-833-3261,AP,10/25/2018
155,BUDGET INN,941 HWY J SOUTH,HAYTI,MO,63851,573-359-1911,AP,11/26/2018
213,BRANSON VACATION INN & SUITES,310 S. STATE HWY 165,BRANSON,MO,65616,417-334-5747,AP,11/06/18
203,EAGLE'S LANDING RIVER RESORT & CABINS,16273 SALTER LANE,EMINENCE,MO,65466,(573)226-5665,AP,09/19/2018
19,COLUMBIA SUPER 8 MOTEL,3216 CLARK LANE,COLUMBIA,MO,65202,573-474-8488,AP,09/28/2018
209,CARDINAL HILL COTTAGES,5410 STATE HWY 265,BRANSON,MO,65616,(417)338-8732,AP,09/21/2018
209,RIDGEVIEW MOTEL,3338 STATE HWY 265,BRANSON,MO,65616,(417)338-2438,AP,09/14/2018
189,HOLIDAY INN EXPRESS,1848 BOWLES,FENTON,MO,63026,636-349-4444,AP,09/19/2018
129,CIRCLE S MOTEL,1007 EAST GRANT ST,PRINCETON,MO,64673,660-748-3245,AP,10/09/18
147,MOZINGO CABINS,32348 24TH STREET,MARYVILLE,MO,64468,660-562-2323,AP,11/26/2018
27,LOGANBERRY INN,310 W SEVENTH ST,FULTON,MO,65251,573-642-9229,AP,09/07/18
23,HAMPTON INN,2420 CRESTWOOD DRIVE,POPLAR BLUFF,MO,63901,573-300-4550,AP,09/14/2018
213,HOLIDAY INN EXPRESS,2801 GREEN MTN DR,BRANSON,MO,65616,(417) 336-2100,AP,10/25/2018
87,BIG LAKE STATE PARK,204 LAKE SHORE ROAD,CRAIG,MO,64437,660-442-3770,AP,11/01/18
1,BUDGET HOST VILLAGE INN,1304 SOUTH BALTIMORE,KIRKSVILLE,MO,63501,660-665-3722,AP,09/12/18
167,SUPER 8 MOTEL,1919 S WOMMACK AVE,BOLIVAR,MO,65613,417-777-8888,AP,11/06/18
21,QUALITY SUITES,917 N WOODBINE,ST JOSEPH,MO,64506,816-232-6557,AP,09/20/2018
209,WHITE WING RESORT,1028 JAKES CREEK TRAIL,BRANSON,MO,65616,(417)338-2318,AP,10/18/2018
213,LANDMARK INN,315 N COMMERCIAL,BRANSON,MO,65616,(417)334-1304,AP,09/13/2018
183,COMFORT INN & SUITES,100 COMFORT INN CT,O'FALLON,MO,63366,636-696-8000,AP,09/21/2018
29,PEACEFUL VALLEY RESORT,9 PEACEMAKER DR,SUNRISE BEACH,MO,65079,573-374-5000,AP,09/28/2018
77,CLARION INN AND SUITES,3370 E BATTLEFIELD,SPRINGFIELD,MO,65804,(417) 520-6200,AP,09/28/2018
161,COMFORT SUITES,1650 OLD WIRE OUTER ROAD,ROLLA,MO,65401,573-368-4300,AP,09/14/2018
189,HAMPTON INN,10820 PEAR TREE LANE,ST ANN,MO,63074,314-429-2000,AP,11/30/2018
69,SUPER 8 OF KENNETT,1808 FIRST STREET,KENNETT,MO,63857,(573)888-8800,AP,09/17/2018
7,TWILIGHT MOTEL,1110 HWY 54 W,VANDALIA,MO,63382,573-594-6462,AP,09/27/2018
189,SPRINGDALE MOTEL,4121 SPRINGDALE AVE,BEL RIDGE,MO,63134,314-428-4343,AP,09/27/2018
93,VIBURNUM INN,12 VIBURNUM CENTERE,VIBURNUM,MO,65566,(573)244-5600,AP,09/13/2018
29,RAINBOW'S END RESORT,1705 RESORTS ROAD,CAMDENTON,MO,65020,573-286-9689,AP,10/02/18
37,KNIGHTS INN,1302 N COMMERCIAL,HARRISONVILLE,MO,64701,(816)884-3208,AP,09/19/2018
213,RED BUD COVE BED & BREAKFAST STS,162 LAKEWOOD DR,HOLLISTER,MO,65672,(417)334-7144,AP,10/01/18
201,PEAR TREE INN,2602 E MALONE,SIKESTON,MO,63801,(573)471-4100,AP,09/27/2018
215,SCENIC RIVERS INN,209 S. HWY 63,LICKING,MO,65542,573-674-4809,AP,09/27/2018
19,DRURY PLAZA HOTEL,3100 INTERSTATE 70 SE,COLUMBIA,MO,65201,573-441-0090,AP,10/04/18
65,MONTAUK STATE PARK LODGE,420 CR 6670,SALEM,MO,65560,(573) 548-2434,AP,10/09/18
113,LUXURY INN & SUITES,107 KING DR.,TROY,MO,63379,636-528-0080,AP,09/10/18
209,QUIET ACRES RESORT,2307 QUIET ACRES ROAD,LAMPE,MO,65681,(417)779-4142,AP,09/28/2018
213,OUTBACK ROADHOUSE MOTEL & SUITES,1910 W HWY 76,BRANSON,MO,65616,(417) 334-7200,AP,10/09/18
149,MAMMOTH SPRING LODGE HOTEL,RT 1 BOX 1070,THAYER,MO,65791,417-264-3888,AP,10/04/18
173,JUNCTION INN (THE),28804 HWY 19,PERRY,MO,63462,(573)565-2665,AP,10/04/18
209,CRUISE-INN,9687 STATE HWY 13,KIMBERLING CITY,MO,65686,(417) 779-4158,AP,09/14/2018
165,SAINT GEORGE (THE),500 MAIN ST,WESTON,MO,64098,816-640-9902,AP,11/21/2018
117,FAIRFIELD INN AND SUITES,220 WEST BUSINESS 36 HIGHWAY,CHILLICOTHE,MO,64601,660-646-3100,AP,09/27/2018
19,WELCOME INN COLUMBIA,1612 N PROVIDENCE,COLUMBIA,MO,65202,573-442-5850,AP,09/28/2018
213,OZARK TROUT RESORT,347 RIVER LANE,BRANSON,MO,65616,(417)335-4619,AP,10/04/18
19,DAYS INN,900 I-70 DRIVE SW,COLUMBIA,MO,65203,573-442-1191,AP,09/17/2018
27,HOLIDAY INN EXPRESS,3257 COUNTY ROAD 211,KINGDOM CITY,MO,65262,573-310-6020,AP,11/02/18
131,TOMAHAWK INN,2565 BAGNELL DAM BLVD,LAKE OZARK,MO,65049,(573)365-5331,AP,11/09/18
29,KON TIKI RESORT,64 KON TIKI CIRCLE,CAMDENTON,MO,65020,573-873-5320,AP,09/17/2018
77,SUPER 8 MOTEL,3022 NORTH KENTWOOD AVE,SPRINGFIELD,MO,65803,(417)833-9218,AP,09/26/2018
27,WESTWOODS MOTEL,422 GAYLORD DRIVE,FULTON,MO,65251,573-642-5991,AP,10/02/18
213,BRANSON TOWERS HOTEL,236 SHEPHERD OF THE HILLS EXP,BRANSON,MO,65616,417-336-4500,AP,10/04/18
19,SCHOOL HOUSE BED & BREAKFAST,504 THIRD ST,ROCHEPORT,MO,65279,573-698-2022,AP,10/01/18
209,BAR M RESORT,207 BAR M LN,REEDS SPRING,MO,65737,(417)338-2593,AP,09/13/2018
213,BARRINGTON HOTEL,263 SHEPHERD HLS EXP,BRANSON,MO,65616,(417)334-8866,AP,11/06/18
99,PLEASANT VIEW MOTEL,4301 JEFFCO BLVD,ARNOLD,MO,63010,(636) 464-3301,AP,09/26/2018
33,CARROLLTON INN,1101 S MAIN ST,CARROLLTON,MO,64633,660-322-5051,AP,10/04/18
183,COUNTRY INN & SUITES,1190 S. MAIN ST,ST CHARLES,MO,63301,636-724-5555,AP,09/13/2018
77,SLEEP INN,233 EL CAMINO ALTO,SPRINGFIELD,MO,65810,(417)886-2464,AP,10/25/2018
85,INDIAN HILL RESORT,24227 COUNTY ROAD 287,PITTSBURG,MO,65724,(417)852-4444,AP,10/02/18
213,SUITES AT FALL CREEK,1 FALL CREEK DRIVE,BRANSON,MO,65616,417-336-3611,AP,10/30/2018
225,SWAN SONG INN LLC,583 SPRING VALLEY LOOP,MARSHFIELD,MO,65706,417-869-0140,AP,11/07/18
77,WALNUT STREET INN,900 E WALNUT,SPRINGFIELD,MO,65806,(417)864-6346,AP,09/20/2018
27,AMERICAS BEST VALUE INN,150 CITY PLAZA,HOLT SUMMIT,MO,65043,573-896-8787,AP,10/04/18
13,SUPER 8 MOTEL,1114 W FORT SCOTT,BUTLER,MO,64730,660-679-6183,AP,09/10/18
510,GUEST HOST MOTEL,1920 N GRAND AVE,ST LOUIS,MO,63106,(314)533-7123,AP,09/12/18
95,LA QUINTA,3402 NW JEFFERSON,BLUE SPRINGS,MO,64015,816-988-9980,AP,10/25/2018
71,BAYMONT INN,275 N SERVICE RD.,SULLIVAN,MO,63080,573-860-3333,AP,09/19/2018
213,ANGEL INN CENTRAL,2350 GREEN MTN DRIVE,BRANSON,MO,65616,(417) 334-6500,AP,11/13/2018
213,LA QUINTA INN AND SUITES HOLLISTER,291 FINANCIAL DRIVE,HOLLISTER,MO,65672,417-239-0066,AP,09/10/18
213,AMERICAS BEST VALUE INN,325 N GRETNA RD,BRANSON,MO,65616,417-544-9030,AP,10/11/18
209,WHITE RIVER LODGE,738 OZARK HOLLOW ROAD,BLUE EYE,MO,65611,417-779-1556,AP,09/27/2018
510,FOUR SEASONS HOTEL,999 N. SECOND ST,ST. LOUIS,MO,63102,314-881-2051,AP,09/28/2018
77,BEST WESTERN ROUTE 66 RAIL HAVEN,203 S GLENSTONE,SPRINGFIELD,MO,65802,(417) 866-1963,AP,09/28/2018
189,CANDLEWOOD SUITES,3250 RIDER TRAIL S.,EARTH CITY,MO,63045,(314) 770-2744,AP,09/21/2018
77,REST HAVEN COURT,2000 E KEARNEY,SPRINGFIELD,MO,65803,(417)869-9114,AP,09/27/2018
183,RED ROOF INN #10143,2010 ZUMBEHL RD,ST CHARLES,MO,63303,636-947-7770,AP,10/02/18
209,STILLWATERS RESORT,21 STILLWATER TRAIL,BRANSON,MO,65616,(417)338-2323,AP,09/26/2018
183,ECONOMY INN,1400 CONTINENTAL DR,WENTZVILLE,MO,63385,636-327-5515,AP,09/13/2018
189,EXTEND A STAY SUITES,7350-B N HANLEY ROAD,HAZELWOOD,MO,63042,314-395-7177,AP,09/19/2018
29,CAMDEN ON THE LAKE,2359 BITTERSWEET,LAKE OZARK,MO,65049,573-365-5620,AP,10/11/18
83,BUCKSAW RESORT & MARINA,670 S.E. 803 ROAD,CLINTON,MO,64735,660-477-3900,AP,09/28/2018
213,COLLEGE OF THE OZARKS MABEE LODGE,ONE OPPORTUNITY AVE,POINT LOOKOUT,MO,65726,(417)334-6411,AP,10/01/18
85,PELICAN MOTEL,21001 HWY 254,WHEATLAND,MO,65779,(417)282-5937,AP,10/01/18
29,POINT VIEW RESORT,1630 VACATION LANE,CAMDENTON,MO,65020,573-873-5340,AP,09/07/18
29,DOGWOOD ACRES RESORT,14 LAMP POST COURT,SUNRISE BEACH,MO,65079,573-374-5956,AP,10/04/18
153,DAWT MILL,8 DAWT MILL DRIVE,TECUMSEH,MO,65760,(417)284-3540,AP,10/04/18
510,WESTIN HOTEL,811 SPRUCE STREET,ST LOUIS,MO,63102,(314) 621-2000,AP,09/10/18
99,QUALITY INN AND SUITES,3610 WEST OUTER ROAD,ARNOLD,MO,63010,636-296-3000,AP,10/25/2018
15,REEL & TRIGGER RESORT,29720 UU HWY,WARSAW,MO,65355,660-438-2580,AP,09/26/2018
21,ST JOSEPH HAMPTON INN,3928 FREDERICK BLVD,ST JOSEPH,MO,64501,816-390-9300,AP,11/13/2018
217,NEVADA INN,1514 E AUSTIN,NEVADA,MO,64772,(417)667-5273,AP,09/12/18
77,HAMPTON INN & SUITES,2750 N GLENSTONE AVE,SPRINGFIELD,MO,65803,417-869-5548,AP,09/26/2018
71,AMERICAS BEST VALUE INN,307 N. SERVICE RD.,SULLIVAN,MO,63080,(573)468-3136,AP,09/10/18
146,DRURY INN,3601 RANGELINE,JOPLIN,MO,64804,(417)781-8000,AP,10/04/18
85,CLEARLIGHT INN,20893 COUNTY ROAD 295,HERMITAGE,MO,65668,417-745-2500,AP,10/02/18
71,MERAMEC CAVERNS MOTEL,1135 HWY W,SULLIVAN,MO,63080,(573) 468-4215,AP,09/13/2018
146,CANDLEWOOD SUITES JOPLIN,3512 S. RANGELINE,JOPLIN,MO,64804,417-623-9595,AP,09/28/2018
213,BRANSON PLAZA LODGE,1106 W. HIGHWAY 76,BRANSON,MO,65616,417-320-6111,AP,09/26/2018
91,QUALITY INN,220 JAN HOWARD EXPWY,WEST PLAINS,MO,65775,(417)257-2711,AP,09/19/2018
213,VICTORIAN PALACE HOTEL,600 SCHAEFER DR,BRANSON,MO,65616,(417)334-8727,AP,10/25/2018
187,TRADITION INN,1625 W. COLUMBIA,FARMINGTON,MO,63640,(573)756-8031,AP,10/04/18
9,ROARING RIVER RESORT,23477 HWY 112,CASSVILLE,MO,65625,417-847-3235,AP,09/27/2018
9,BUDGET INN,495 HWY 76 S,CASSVILLE,MO,65625,417-847-4196,AP,09/20/2018
21,MOTEL 6 #1144,4021 FREDERICK BLVD,ST JOSEPH,MO,64506,816-232-2311,AP,09/12/18
95,COMFORT INN HOTEL,963 SE OLDHAM PARKWAY,LEE'S SUMMIT,MO,64063,816-524-8863,AP,09/27/2018
83,TEBO CREEK LODGE,27 SE HWY PP,CLINTON,MO,64735,660-477-7777,AP,09/20/2018
77,ARBOR SUITES MEDICAL MILE,1260 E INDEPENDENCE,SPRINGFIELD,MO,65804,417-887-5658,AP,09/28/2018
59,BUFFALO GOODNITE INN,642 S ASH,BUFFALO,MO,65622,417-345-2345,AP,11/16/2018
81,QUALITY INN AND SUITES,496 S 39TH STREET,BETHANY,MO,64424,(660) 425-8006,AP,11/16/2018
167,RED CEDAR MOTEL AND RV PARK,5100 SOUTH SECENIC AVE,BOLIVAR,MO,65613,417-599-8504,AP,09/14/2018
53,SUPER 8 MOTEL,420 AMERICANA,BOONVILLE,MO,65233,(660)882-2900,AP,09/26/2018
119,JANE BOONESLICK LODGE,21140 US HWY 71,JANE,MO,64856,417-226-1888,AP,09/26/2018
209,BAVARIAN VILLAGE RESORT,509 INDIAN CREEK CIRCLE,BRANSON,MO,65616,(417) 338-2517,AP,09/28/2018
93,SHEPHERD MOUNTAIN INN,1321 HWY 21,IRONTON,MO,63650,(573)546-7418,AP,09/13/2018
127,COUNTRY HEARTH INN,500 MARK TWAIN AVE,HANNIBAL,MO,63401,(573)221-4100,AP,10/01/18
146,SLEEP INN,4100 HIGHWAY 43,JOPLIN,MO,64803,(417)782-1212,AP,09/28/2018
